Location,Location_Name,Latitude,Longitude,Day,Month,Year,Value,Unit
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,8,2012,0.040083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,8,2012,0.03525,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,8,2012,0.030555556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,8,2012,0.026222222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,8,2012,0.0245,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,8,2012,0.020708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,8,2012,0.018597222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,8,2012,0.016,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,8,2012,0.012486111,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,8,2012,0.013180556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,8,2012,0.012125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,8,2012,0.010888889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,8,2012,0.009611111,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,8,2012,0.010833333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,8,2012,0.012138889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,8,2012,0.009111111,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,8,2012,0.010972222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,8,2012,0.008291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,8,2012,0.009569444,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,8,2012,0.009597222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,8,2012,0.008708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,8,2012,0.009138889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,8,2012,0.01475,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,8,2012,0.011833333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,8,2012,0.008722222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,9,2012,0.008027778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,9,2012,0.010111111,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,9,2012,0.007388889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,9,2012,0.007597222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,9,2012,0.010402778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,9,2012,0.012819444,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,9,2012,0.007694444,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,9,2012,0.009888889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,9,2012,0.006722222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,9,2012,0.008972222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,9,2012,0.017041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,9,2012,0.013527778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,9,2012,0.012583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,9,2012,0.011027778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,9,2012,0.0075,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,9,2012,0.010277778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,9,2012,0.010402778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,9,2012,0.010583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,9,2012,0.011430556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,9,2012,0.008583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,9,2012,0.012347222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,9,2012,0.011555556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,9,2012,0.011972222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,9,2012,0.009902778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,9,2012,0.010277778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,9,2012,0.011138889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,9,2012,0.014888889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,9,2012,0.025625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,9,2012,0.174,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,9,2012,0.157652778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,10,2012,0.152416667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,10,2012,0.147291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,10,2012,0.133833333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,10,2012,0.129347222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,10,2012,0.126541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,10,2012,0.119347222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,10,2012,0.115805556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,10,2012,0.035625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,10,2012,0.037763889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,10,2012,0.04275,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,10,2012,0.041333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,10,2012,0.060569444,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,10,2012,0.058555556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,10,2012,0.066111111,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,10,2012,0.069597222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,10,2012,0.079638889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,10,2012,0.061694444,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,10,2012,0.041708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,10,2012,0.028277778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,10,2012,0.020152778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,10,2012,0.018513889,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,10,2012,0.020180556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,10,2012,0.023055556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,10,2012,0.026708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,10,2012,0.020958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,10,2012,0.018569444,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,10,2012,0.019305556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,10,2012,0.043402778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,10,2012,0.048819444,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,10,2012,0.055833333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,10,2012,0.048277778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,11,2012,0.042277778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,11,2012,0.033791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,11,2012,0.033708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,11,2012,0.041805556,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,11,2012,0.033319444,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,11,2012,0.033152778,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,11,2012,0.046097222,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,11,2012,0.053791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,11,2012,0.053833333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,11,2012,0.054729167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,11,2012,0.213291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,11,2012,0.321208333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,11,2012,0.366229167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,11,2012,0.3971875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,11,2012,0.425645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,11,2012,0.457729167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,11,2012,0.471479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,11,2012,0.487291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,11,2012,0.464958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,11,2012,0.4585,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,11,2012,0.452666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,11,2012,0.443520833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,11,2012,0.433645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,11,2012,0.4159375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,11,2012,0.393895833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,11,2012,0.350979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,11,2012,0.311270833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,11,2012,0.25625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,11,2012,0.216666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,11,2012,0.169729167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,12,2012,0.095458333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,12,2012,0.055166667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,12,2012,0.040375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,12,2012,0.034854167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,12,2012,0.034104167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,12,2012,0.031895833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,12,2012,0.030666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,12,2012,0.029583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,12,2012,0.029395833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,12,2012,0.029645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,12,2012,0.030333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,12,2012,0.032354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,12,2012,0.030291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,12,2012,0.032583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,12,2012,0.0400625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,12,2012,0.040666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,12,2012,0.044791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,12,2012,0.055541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,12,2012,0.058979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,12,2012,0.0686875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,12,2012,0.089291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,12,2012,0.102708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,12,2012,0.112979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,12,2012,0.115520833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,12,2012,0.112875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,12,2012,0.113791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,12,2012,0.1163125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,12,2012,0.117833333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,12,2012,0.120479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,12,2012,0.128625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,12,2012,0.127,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,1,2013,0.093708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,1,2013,0.079875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,1,2013,0.081020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,1,2013,0.0818125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,1,2013,0.0834375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,1,2013,0.086541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,1,2013,0.086583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,1,2013,0.092770833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,1,2013,0.099354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,1,2013,0.0993125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,1,2013,0.094020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,1,2013,0.137020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,1,2013,0.086895833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,1,2013,0.083583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,1,2013,0.084145833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,1,2013,0.0825,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,1,2013,0.084083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,1,2013,0.085770833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,1,2013,0.086145833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,1,2013,0.086958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,1,2013,0.086875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,1,2013,0.0799375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,1,2013,0.076541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,1,2013,0.0805625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,1,2013,0.0803125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,1,2013,0.075666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,1,2013,0.069791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,1,2013,0.065270833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,1,2013,0.0643125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,1,2013,0.064916667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,1,2013,0.063291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,2,2013,0.066270833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,2,2013,0.066458333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,2,2013,0.067041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,2,2013,0.066875,m^3/s
